Application Status,Merit Score,Admission Test,Admission Test 2,ssc_obtained,Terminal Degree,Offered
Application Fee Received,54.236,49,0,737,611,No
Application Fee Received,76.509,43,17,771,777,No
Application Fee Received,56.236,55,0,633,622,No
Application Fee Received,60.891,55,0,858,686,No
Application Fee Received,66.283,54,0,681,767,No
Application Fee Received,50.8,42,0,709,583,No
Application Fee Received,63.018,50,0,670,709,No
Application Fee Received,66.745,53,0,802,772,No
Application Fee Received,62.345,47,0,697,728,No
Application Fee Received,62.851,40,0,597,754,No
Application Fee Received,54.764,52,52,670,610,No
Application Fee Received,64.618,50,0,672,756,No
Application Fee Received,69.055,54,0,721,801,No
Application Fee Received,63.545,61,0,714,706,No
Application Fee Received,69.975,54,0,777,818,No
Application Fee Received,51.491,40,0,647,598,No
Application Fee Received,47.891,46,0,672,532,No
Application Fee Received,75.636,68,23,993,853,Yes
Application Fee Received,66.127,55,0,809,758,No
Application Fee Received,53.782,46,0,748,613,No
Application Fee Received,51.491,40,0,594,598,No
Application Fee Received,69.636,62,0,906,787,No
Admission Fee Challan Received,72.055,53,0,832,845,Yes
Application Fee Received,58.927,19,19,813,763,No
Application Fee Received,64.927,41,2,716,780,No
Application Fee Received,67.073,55,0,814,771,No
Application Fee Received,49.055,42,0,612,559,No
Application Fee Received,64.691,54,0,612,741,No
Application Fee Received,62.473,60,0,819,694,No
Application Fee Received,68.873,52,0,715,804,No
Application Fee Received,66.713,70,0,865,765,No
Application Fee Received,61.036,51,0,714,699,No
Application Fee Received,61.782,54,0,743,701,No
Application Fee Received,67.551,55,0,667,782,No
Application Fee Received,55.545,49,0,661,629,No
Application Fee Received,49.309,0,0,646,678,No
Application Fee Received,61.733,50,0,554,711,No
Application Fee Received,63.418,54,0,726,712,No
Application Fee Received,56.044,50,0,705,617,No
Application Fee Received,59.891,50,0,761,686,No
Application Fee Received,66.655,50,0,648,779,No
Application Fee Received,66.909,56,0,921,766,No
Application Fee Received,69.103,54,0,835,806,No
Admission Fee Challan Printed,53.818,44,0,802,619,No
Application Fee Received,62.127,43,0,854,736,No
Application Fee Received,57.418,50,0,675,652,No
Application Fee Received,68.091,55,0,748,765,No
Application Fee Received,70.202,59,0,867,800,No
Application Fee Received,70.145,50,0,645,827,No
Application Fee Received,48.982,12,12,805,640,No
Application Fee Received,76.491,53,0,909,906,Yes
Application Fee Received,64.185,40,0,834,777,No
Application Fee Received,63.091,46,0,645,741,No
Application Fee Received,57.364,57,0,865,612,No
Application Fee Received,61.868,4,4,850,819,No
Application Fee Received,51.6,50,0,708,577,No
Application Fee Received,29.536,13,13,800,374,No
Application Fee Received,52.491,49,0,629,587,No
Application Fee Received,61.109,47,0,721,711,No
Application Fee Received,72.327,50,0,725,867,Yes
Application Fee Received,57.873,45,0,518,672,No
Admission Fee Challan Received,71.6,50,0,783,847,Yes
Application Fee Received,63.018,54,0,655,718,No
Application Fee Received,63.2,44,0,797,733,No
Application Fee Received,62.927,55,0,827,714,No
Application Fee Received,45.036,39,0,659,512,No
Application Fee Received,63.636,56,0,654,721,No
Application Fee Received,60.673,43,0,777,716,No
Application Fee Received,60.582,48,0,655,701,No
Application Fee Received,0,100,100,944,971,Yes
Application Fee Received,52.855,53,0,807,586,No
Application Fee Received,51.291,39,0,661,598,No
Application Fee Received,53.109,51,0,659,590,No
Application Fee Received,63.291,47,0,613,741,No
Application Fee Received,57.4,40,0,570,679,No
Application Fee Received,52.673,42,0,508,724,No
Application Fee Received,64.891,59,0,886,745,No
Application Fee Received,56.764,50,0,581,643,No
Application Fee Received,57.473,31,0,723,690,No
Application Fee Received,72.182,50,0,904,860,Yes
Application Fee Received,49.745,44,0,637,543,No
Application Fee Received,53.273,50,0,781,595,No
Application Fee Received,62.564,67,0,581,676,No
Application Fee Received,68.827,20,20,755,890,No
Application Fee Received,70.436,50,28,790,831,No
Application Fee Received,50.145,50,0,787,532,No
Application Fee Received,66.036,53,0,784,633,No
Application Fee Received,84.436,68,0,895,974,Yes
Admission Fee Challan Received,82.109,50,0,614,834,Yes
Application Fee Received,52.636,49,0,665,594,No
Application Fee Received,50.2,47,0,727,561,No
Application Fee Received,60.818,43,0,612,718,No
Application Fee Received,58.164,57,0,899,643,No
Application Fee Received,48.018,47,0,637,531,No
Admission Fee Challan Received,71.844,49,0,571,853,Yes
Application Fee Received,66,46,0,526,781,No
Application Fee Received,66.513,49,0,844,784,No
Application Fee Received,66.364,54,0,758,764,No
Application Fee Received,62.2,63,0,845,682,No
Application Fee Received,68.255,62,10,793,753,No
Application Fee Received,48.436,0,0,568,666,No
Application Fee Received,53.145,53,0,672,585,No
Application Fee Received,55.236,50,0,700,627,No
Admission Fee Challan Received,77.055,62,0,881,889,Yes
Application Fee Received,58.564,59,0,801,653,No
Application Fee Received,64.491,49,0,566,752,No
Admission Fee Challan Received,72.709,49,0,834,865,Yes
Application Fee Received,62.505,44,0,729,725,No
Application Fee Received,47.418,40,0,753,542,No
Application Fee Received,54.764,52,52,670,610,No
Application Fee Received,64.618,50,0,672,756,No
Application Fee Received,63.091,50,0,673,730,No
Application Fee Received,68.964,59,0,836,791,No
Application Fee Received,67.036,57,0,644,765,No
Application Fee Received,58.145,50,0,743,662,No
Application Fee Received,51.6,50,0,708,577,No
Application Fee Received,29.536,13,13,800,374,No
Application Fee Received,57.8,49,0,594,660,No
Application Fee Received,53.218,73,0,720,536,No
Application Fee Received,59.382,18,18,843,767,No
Application Fee Received,57.055,42,0,733,679,No
Application Fee Received,62.655,50,0,807,724,No
Application Fee Received,56.364,44,0,672,654,No
Application Fee Received,67.327,45,0,584,802,No
Application Fee Received,53.545,47,0,482,607,No
Admission Fee Challan Received,71.982,57,0,920,833,Yes
Application Fee Received,80.255,66,0,846,922,Yes
Admission Fee Challan Received,72.636,49,0,815,864,Yes
Application Fee Received,61.327,51,0,570,703,No
Application Fee Received,57.727,45,18,726,670,No
Application Fee Received,59.4,45,0,788,693,No
Application Fee Received,53.382,48,0,591,582,No
Application Fee Received,63.418,54,0,726,712,No
Application Fee Received,56.044,50,0,705,617,No
Application Fee Received,48.309,47,0,606,535,No
Application Fee Received,58.873,38,0,726,710,No
Application Fee Received,46.473,0,0,811,644,No
Application Fee Received,60.8,57,0,732,576,No
Application Fee Received,67.182,65,0,770,745,No
Application Fee Received,61.055,50,0,687,707,No
Application Fee Received,53.345,50,0,781,596,No
Application Fee Received,52.655,52,0,574,586,No
Admission Fee Challan Received,71.436,63,0,711,789,Yes
Application Fee Received,41.345,38,0,513,469,No
Application Fee Received,62.764,52,0,864,720,No
Application Fee Received,66.582,50,0,727,778,No
Application Fee Received,64.909,62,0,868,722,No
Application Fee Received,68.436,56,0,928,787,No
Application Fee Received,52.636,49,0,665,594,No
Application Fee Received,66.283,54,0,681,767,No
Application Fee Received,60.982,50,0,593,706,No
Application Fee Received,54.877,18,18,838,713,No
Application Fee Received,66.6,45,0,675,777,No
Application Fee Received,66.652,52,0,729,778,No
Application Fee Received,66.873,54,0,626,776,No
Application Fee Received,56.564,53,0,641,637,No
Application Fee Received,56.745,67,0,770,611,No
Application Fee Received,67.727,55,0,894,785,No
Application Fee Received,59.691,57,0,754,664,No
Admission Fee Challan Received,72.225,47,0,793,868,Yes
Application Fee Received,55.436,43,0,636,644,No
Application Fee Received,70.582,50,0,921,833,No
Application Fee Received,58.182,0,0,772,780,No
Application Fee Received,64.033,29,0,539,805,No
Application Fee Received,59.073,43,0,687,694,No
Application Fee Received,68.545,50,0,641,805,No
Application Fee Received,62.4,56,36,739,704,No
Application Fee Received,65.291,61,0,813,730,No
Application Fee Received,66.455,49,0,594,779,No
Application Fee Received,57.145,45,0,762,662,No
Application Fee Received,66.273,59,0,689,749,No
Application Fee Received,55.511,47,0,606,619,No
Application Fee Received,65.655,37,0,882,801,No
Application Fee Received,50.418,51,0,715,553,No
Application Fee Received,59.382,50,0,832,679,No
Application Fee Received,54.255,44,0,649,605,No
Application Fee Received,83.745,62,0,911,986,Yes
Application Fee Received,60.982,50,0,593,706,No
Application Fee Received,55.345,52,0,621,618,No
Application Fee Received,65.964,52,0,859,764,No
Application Fee Received,65.491,58,0,804,741,No
Application Fee Received,63.473,49,0,818,743,No
Application Fee Received,63.382,50,0,589,734,No
Application Fee Received,66.652,52,0,729,778,No
Application Fee Received,66.618,56,0,676,762,No
Application Fee Received,53.291,41,0,778,620,No
Application Fee Received,51.018,46,0,771,575,No
Application Fee Received,60.091,43,0,672,708,No
Application Fee Received,61.018,56,0,801,685,No
Application Fee Received,70,50,0,808,825,No
Application Fee Received,66.455,53,0,706,768,No
Application Fee Received,63.273,60,0,729,705,No
Admission Fee Challan Received,79.964,54,0,656,956,Yes
Application Fee Received,77.691,55,0,819,917,Yes
Application Fee Received,68.564,45,0,841,819,No
Application Fee Received,56.709,57,0,875,623,No
Application Fee Received,60.473,54,0,777,683,No
Application Fee Received,44.873,0,0,798,617,No
Application Fee Received,54.564,55,0,658,599,No
Application Fee Received,74.018,53,0,905,872,Yes
Application Fee Received,68.036,58,0,747,776,No
Application Fee Received,56.564,53,0,641,637,No
Admission Fee Challan Received,63.2,48,0,579,737,No
Application Fee Received,49.673,48,0,724,551,No
Application Fee Received,66.6,45,0,675,777,No
Application Fee Received,63.4,61,0,769,684,No
Application Fee Received,64.745,59,0,655,728,No
Application Fee Received,67,47,0,799,792,No
Application Fee Received,65.436,53,0,822,754,No
Application Fee Received,57.727,53,0,740,648,No
Application Fee Received,51.891,42,0,597,598,No
Application Fee Received,64.473,58,0,835,727,No
Application Fee Received,66.6,65,0,768,737,No
Application Fee Received,60.418,49,0,827,696,No
Application Fee Received,52.473,45,0,659,589,No
Application Fee Received,70.473,56,0,940,815,No
Application Fee Received,66.218,46,0,811,784,No
Application Fee Received,67.949,48,0,672,807,No
Application Fee Received,72.964,51,0,823,863,Yes
Application Fee Received,64.727,52,0,715,747,No
Application Fee Received,69.655,53,0,821,812,No
Application Fee Received,65.873,41,17,802,773,No
Application Fee Received,66.873,54,0,626,776,No
Application Fee Received,52.036,42,0,639,600,No
Application Fee Received,56.236,55,0,614,622,No
Application Fee Received,56.6,55,0,667,627,No
Application Fee Received,67.004,50,0,608,788,No
Application Fee Received,62.782,47,0,807,734,No
Application Fee Received,54.673,61,0,546,584,No
Application Fee Received,55.364,55,0,623,620,No
Application Fee Received,69.618,51,0,880,817,No
Application Fee Received,62.782,43,0,748,745,No
Application Fee Received,53.291,53,0,629,587,No
Application Fee Received,62.236,65,0,742,657,No
Application Fee Received,67.964,62,0,804,744,No
Application Fee Received,46.873,38,0,624,540,No
Application Fee Received,72.418,29,29,860,916,Yes
Application Fee Received,67.818,54,16,784,784,No
Application Fee Received,70.164,53,0,838,819,No
Application Fee Received,66.364,50,0,736,775,No
Application Fee Received,66.109,52,0,817,766,No
Application Fee Received,70.709,51,0,864,832,No
Application Fee Received,62.145,58,0,896,695,No
Application Fee Received,60.345,41,0,811,717,No
Application Fee Received,66.073,62,0,747,738,No
Application Fee Received,68.855,49,0,922,812,No
Application Fee Received,59.491,0,0,891,823,No
Application Fee Received,54.127,47,0,614,615,No
Application Fee Received,47.673,46,0,708,529,No
Application Fee Received,63.109,57,0,801,711,No
Application Fee Received,58.909,56,0,638,661,No
Application Fee Received,53.036,43,0,730,611,No
Application Fee Received,63.127,40,0,563,758,No
Admission Fee Challan Received,72.236,71,0,819,798,Yes
Application Fee Received,48.491,45,0,546,543,No
Admission Fee Challan Received,76.174,43,0,527,916,Yes
Application Fee Received,59.527,54,0,777,670,No
Application Fee Received,64.044,1,1,600,882,No
Application Fee Received,53.491,46,27,669,609,No
Application Fee Received,51.691,45,0,725,587,No
Application Fee Received,47.909,45,0,563,535,No
Application Fee Received,54.145,46,0,745,618,No
Application Fee Received,54.877,18,18,838,713,No
Admission Fee Challan Received,74.855,59,0,912,867,Yes
Application Fee Received,49.873,49,0,761,551,No
Application Fee Received,67.527,54,0,894,785,No
Application Fee Received,56.745,67,0,770,611,No
Application Fee Received,67.727,55,0,894,785,No
Application Fee Received,72.345,57,0,791,838,Yes
Application Fee Received,65.309,56,0,700,724,No
Application Fee Received,49.182,43,0,577,558,No
Application Fee Received,62.964,57,0,756,709,No
Application Fee Received,62.667,52,0,612,718,No
Application Fee Received,67.346,44,13,538,805,No
Application Fee Received,66.764,52,25,795,755,No
