Application Status,Merit Score,Admission Test,Admission Test 2,ssc_obtained,Terminal Degree,Offered
Application Fee Received,911.455,45,45,812,866,No
Application Fee Received,811,57,0,790,754,No
Application Fee Received,834,55,0,863,779,No
Application Fee Received,817,52,0,802,765,No
Application Fee Received,971,42,0,954,934,No
Application Fee Received,1039.909,65,65,887,974,Yes
Application Fee Received,936,62,0,869,874,No
Application Fee Received,999,66,0,952,943,No
Application Fee Received,739.904,8,8,735,736,No
Application Fee Received,1039,85,85,972,983,Yes
Application Fee Received,824.115,57,0,769,772,No
Application Fee Received,735,56,0,752,684,No
Application Fee Received,947,60,0,743,892,No
Application Fee Received,608.577,53,0,592,560,No
Admission Fee Challan Received,0,1,0,831,700,No
Application Fee Received,804.556,50,0,616,754,No
Application Fee Received,996,65,0,876,936,No
Application Fee Received,957.545,46,46,920,916,No
Admission Fee Challan Printed,0,51,0,794,768,No
Application Fee Received,984.564,66,0,882,929,No
Application Fee Received,1015.182,66,66,904,954,No
Application Fee Received,963,50,0,929,913,No
Application Fee Received,738,48,0,811,690,No
Application Fee Received,909,55,0,855,854,No
Application Fee Received,986,52,0,925,934,No
Application Fee Received,859.444,58,0,915,795,No
Application Fee Received,847,60,0,799,787,No
Application Fee Received,770,50,0,707,720,No
Application Fee Received,901.545,54,54,879,847,No
Application Fee Received,856,0,0,800,861,No
Application Fee Received,791,59,0,944,732,No
Application Fee Received,789,58,0,693,731,No
Application Fee Received,849,63,0,697,749,No
Application Fee Received,988.182,70,70,884,918,No
Application Fee Received,1006,71,0,882,920,No
Application Fee Received,930,63,32,820,867,No
Application Fee Received,911,56,0,732,855,No
Application Fee Received,904,56,0,952,848,No
Application Fee Received,939,65,0,946,874,No
Admission Fee Challan Printed,1066,75,0,938,996,Yes
Application Fee Received,881,41,0,766,840,No
Application Fee Received,761,53,0,803,708,No
Application Fee Received,1028.091,61,61,924,952,Yes
Application Fee Received,1057.727,64,64,950,993,Yes
Application Fee Received,867,54,0,925,813,No
Application Fee Received,860,60,0,929,800,No
Application Fee Received,935.182,38,38,878,897,No
Application Fee Received,876.5,22,22,860,854,No
Application Fee Received,1050.455,75,75,904,980,Yes
Application Fee Received,834,49,0,717,785,No
Application Fee Received,995,60,60,931,935,No
Application Fee Received,864,44,0,586,820,No
Application Fee Received,1006,76,0,711,930,No
Application Fee Received,955,50,0,912,905,No
Application Fee Received,788,45,0,782,743,No
Application Fee Received,879,55,0,824,824,No
Application Fee Received,921,53,0,825,868,No
Application Fee Received,924.364,56,56,904,873,No
Application Fee Received,804.556,50,0,616,754,No
Application Fee Received,992,67,0,868,925,No
Application Fee Received,957.545,46,46,920,916,No
Application Fee Received,881,45,0,888,836,No
Application Fee Received,989,71,19,747,918,No
Application Fee Received,793,42,0,739,751,No
Application Fee Received,968.111,37,0,881,927,No
Application Fee Received,776,0,0,736,776,No
Application Fee Received,978.727,72,72,859,906,No
Application Fee Received,914,51,0,893,863,No
Application Fee Received,847,52,0,826,795,No
Application Fee Received,925,58,0,924,867,No
Application Fee Received,992.636,73,73,912,919,No
Application Fee Received,927,0,0,925,927,No
Application Fee Received,838,53,0,793,785,No
Application Fee Received,770,30,0,832,740,No
Application Fee Received,1028,69,0,934,969,No
Application Fee Received,894,63,0,887,831,No
Application Fee Received,993,55,0,930,943,No
Application Fee Received,913,56,0,765,857,No
Admission Fee Challan Received,979,58,0,863,959,No
Application Fee Received,1013.556,59,0,974,953,No
Application Fee Received,895,50,0,920,850,No
Application Fee Received,857.423,42,0,698,830,No
Application Fee Received,942,64,0,809,878,No
Application Fee Received,765,35,0,615,730,No
Application Fee Received,753,45,0,751,708,No
Application Fee Received,950.778,61,0,919,883,No
Application Fee Received,1000,55,0,982,925,No
Application Fee Received,867.091,59,59,790,808,No
Application Fee Received,1015.182,66,66,904,954,No
Application Fee Received,897,49,0,772,848,No
Application Fee Received,800,55,0,821,745,No
Application Fee Received,668,49,0,683,619,No
Application Fee Received,944,63,0,840,881,No
Application Fee Received,863,45,0,749,818,No
Application Fee Received,723.444,49,0,650,669,No
Application Fee Received,1057,61,0,967,957,No
Application Fee Received,596,48,0,769,553,No
Application Fee Received,992,48,0,887,944,No
Application Fee Received,980,64,0,943,916,No
Application Fee Received,762,52,0,735,710,No
Application Fee Received,787,50,0,849,737,No
Application Fee Received,913,59,0,924,854,No
Application Fee Received,654,50,0,812,604,No
Application Fee Received,922,52,0,911,870,No
Application Fee Received,1035,58,0,931,977,Yes
Application Fee Received,946,0,0,929,946,No
Application Fee Received,923,72,0,825,851,No
Application Fee Received,775,41,0,697,734,No
Application Fee Received,944,52,0,827,892,No
Application Fee Received,795,0,0,798,795,No
Application Fee Received,937,52,0,800,885,No
Application Fee Received,916,0,0,906,916,No
Application Fee Received,934,55,0,925,879,No
Application Fee Received,1010.909,60,60,877,950,No
Application Fee Received,726,37,0,779,694,No
Application Fee Received,821,56,0,825,765,No
Application Fee Received,823,60,0,872,763,No
Application Fee Received,876,50,0,827,826,No
Application Fee Received,890,42,42,661,848,No
Application Fee Received,715,0,0,799,720,No
Application Fee Received,933,0,0,953,933,No
Application Fee Received,894,0,0,859,894,No
Application Fee Received,1021.273,77,77,944,944,No
Application Fee Received,941,63,0,824,878,No
Application Fee Received,938.222,47,0,887,886,No
Application Fee Received,1002,56,0,916,946,No
Application Fee Received,822,50,0,749,752,No
Application Fee Received,913,33,0,835,880,No
Application Fee Received,927,0,0,916,932,No
Application Fee Received,1007,57,0,936,935,No
Application Fee Received,862,62,0,820,800,No
Application Fee Received,847,44,0,833,803,No
Application Fee Received,983.909,55,55,872,928,No
Application Fee Received,889,49,0,747,825,No
Application Fee Received,552,17,0,728,535,No
Application Fee Received,908,44,0,899,864,No
Application Fee Received,801,52,0,666,749,No
Application Fee Received,996,65,0,876,936,No
Application Fee Received,802,48,0,824,754,No
Application Fee Received,1057.909,70,70,948,987,Yes
Application Fee Received,977,52,0,935,930,No
Application Fee Received,999.455,66,66,944,938,No
Application Fee Received,865,59,0,816,765,No
Application Fee Received,996.273,60,60,908,936,No
Application Fee Received,978,64,0,908,919,No
Application Fee Received,1001,57,0,871,929,No
Application Fee Received,976.636,63,63,846,913,No
Application Fee Received,781,45,0,760,736,No
Application Fee Received,991.182,78,78,906,913,No
Application Fee Received,647,49,0,577,598,No
Application Fee Received,830,55,0,798,775,No
Application Fee Received,917.75,24,24,848,893,No
Application Fee Received,1042,59,0,1008,983,Yes
Admission Fee Challan Received,1052,77,0,901,975,Yes
Application Fee Received,958,62,0,920,896,No
Application Fee Received,940,61,0,854,884,No
Application Fee Received,913,0,0,928,913,No
Application Fee Received,868,41,0,803,827,No
Application Fee Received,865,53,0,783,822,No
Application Fee Received,758,41,0,672,717,No
Application Fee Received,58,57,0,912,1,No
Application Fee Received,837,56,0,855,781,No
Admission Fee Challan Received,1057,77,0,978,980,Yes
Application Fee Received,925.455,65,65,917,860,No
Application Fee Received,995,0,0,863,995,No
Application Fee Received,973.444,49,0,905,919,No
Application Fee Received,856,59,0,809,802,No
Application Fee Received,1003,69,0,754,934,No
Application Fee Received,1071,66,0,992,1010,Yes
Application Fee Received,846,53,0,841,793,No
Application Fee Received,984.778,52,0,943,927,No
Application Fee Received,951,54,0,949,897,No
Application Fee Received,872,60,0,822,812,No
Application Fee Received,1019,57,0,988,967,No
Admission Fee Challan Received,1037,54,0,954,988,Yes
Application Fee Received,820,57,0,738,763,No
Application Fee Received,946,0,0,890,926,No
Application Fee Received,863,55,0,835,788,No
Application Fee Received,967,60,0,837,912,No
Application Fee Received,1045,58,0,956,987,Yes
Application Fee Received,1003,0,0,982,1003,No
Application Fee Received,981,1,0,765,981,No
Application Fee Received,770,44,0,780,731,No
Application Fee Received,847,51,0,850,796,No
Application Fee Received,984.564,66,0,882,929,No
Application Fee Received,1055,65,0,990,995,Yes
Application Fee Received,821,55,0,835,766,No
Application Fee Received,703,0,0,881,703,No
Application Fee Received,833,72,0,879,793,No
Application Fee Received,857,56,0,892,801,No
Application Fee Received,1087,70,70,974,1017,Yes
Application Fee Received,902,50,50,782,852,No
Application Fee Received,906,50,50,854,856,No
Application Fee Received,703,0,0,756,703,No
Application Fee Received,848,53,0,819,795,No
Application Fee Received,1021.909,70,70,854,951,No
Application Fee Received,883,60,0,828,823,No
Application Fee Received,941.727,42,42,982,899,No
Application Fee Received,1070.455,71,71,951,999,Yes
Application Fee Received,748,59,0,747,689,No
